Product,URL,Angle,Bundle Diameter Max.,Bundle Diameter Min.,Length,Material,Mounting Hole Diameter
"Ratchet P-Clamp, 1.38 - 2.01"" Bundle Dia, 90° Short, 0.33"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-02033/,90 °,51.0 mm,36.0 mm,167.2 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",8.31 mm
"Ratchet Clamp Tension Tab, PA66HIRHSUV, Black, 100/bg",https://www.hellermanntyton.us/products/151-01529/,,,,,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV)",
"Ratchet P-Clamp Size A Soft Insert, TPE, Black, 100/bg",https://www.hellermanntyton.us/products/151-01530/,,10.7 mm,3.2 mm,,Thermoplastic Elastomer (TPE),
"Ratchet P-Clamp Size B Soft Insert, TPE, Black, 100/bg",https://www.hellermanntyton.us/products/151-01531/,,15.5 mm,8.7 mm,,Thermoplastic Elastomer (TPE),
"Ratchet P-Clamp Size C Soft Insert, TPE, Black, 100/bg",https://www.hellermanntyton.us/products/151-01532/,,32.0 mm,15.4 mm,,Thermoplastic Elastomer (TPE),
"Ratchet P-Clamp Size D Soft Insert, TPE, Black, 100/bg",https://www.hellermanntyton.us/products/151-01533/,,47.0 mm,32.0 mm,,Thermoplastic Elastomer (TPE),
"Ratchet P-Clamp, 2.48 - 3.15"" Bundle Dia, 180° Short, 0.33"" Hole Dia, PA66HIRHSUV/SS304, Black,90/ctn",https://www.hellermanntyton.us/products/151-03122/,180 °,80.0 mm,63.0 mm,243.0 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",8.31 mm
"Ratchet P-Clamp, 2.48 - 3.15"" Bundle Dia, 180° Short, 0.26"" Hole Dia, PA66HIRHSUV/SS304, Black,90/ctn",https://www.hellermanntyton.us/products/151-03203/,180 °,80.0 mm,63.0 mm,243.0 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",6.5 mm
"Ratchet P-Clamp, 2.48 - 3.15"" Bundle Dia, 180° Short, 0.51"" Hole Dia, PA66HIRHSUV/SS304, Black,90/ctn",https://www.hellermanntyton.us/products/151-03124/,180 °,80.0 mm,63.0 mm,243.0 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",12.95 mm
"Ratchet P-Clamp, 2.48 - 3.15"" Bundle Dia, 180° Short, 0.41"" Hole Dia, PA66HIRHSUV/SS304, Black,90/ctn",https://www.hellermanntyton.us/products/151-03123/,180 °,80.0 mm,63.0 mm,243.0 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",10.29 mm
"Mini Ratchet P-Clamp, 0.15 - 0.31"" Bundle Dia., M8 Hole Dia., PA66HIRHSUV/ST/ZN, Black, 1000/carton",https://www.hellermanntyton.us/products/151-03413/,180 °,7.874 mm,3.81 mm,67.7 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV)",8.4 mm
"Mini Ratchet P-Clamp, 0.15 - 0.31"" Bundle Dia., M8 Hole Dia., PA66HIRHSUV/ST/ZN, Black, 100/bg",https://www.hellermanntyton.us/products/151-03973/,180 °,7.874 mm,3.81 mm,67.7 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV)",8.4 mm
"Mini Ratchet P-Clamp, 0.15 - 0.31"" Bundle Dia., M6 Hole Dia., PA66HIRHSUV/ST/ZN, Black, 1000/carton",https://www.hellermanntyton.us/products/151-03624/,180 °,7.874 mm,3.81 mm,67.7 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV)",6.2 mm
"Mini Ratchet P-Clamp, 0.15 - 0.31"" Bundle Dia., M6 Hole Dia., PA66HIRHSUV/ST/ZN, Black, 100/bg",https://www.hellermanntyton.us/products/151-03974/,180 °,7.874 mm,3.81 mm,67.7 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV)",6.2 mm
"Mini Ratchet P-Clamp, 0.15 - 0.31"" Bundle Dia., 6.5mm Hole Dia., PA66HIRHSUV, Black, 1000/carton",https://www.hellermanntyton.us/products/151-03625/,180 °,7.874 mm,3.81 mm,67.7 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV)",6.5 mm
"Mini Ratchet P-Clamp, 0.15 - 0.31"" Bundle Dia., 6.5mm Hole Dia., PA66HIRHSUV, Black, 100/bg",https://www.hellermanntyton.us/products/151-03975/,180 °,7.874 mm,3.81 mm,67.7 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV)",6.5 mm
"Mini Ratchet P-Clamp, 0.15 - 0.31"" Bundle Dia., FT6.5, PA66HIRHSUV, Black, 1000/carton",https://www.hellermanntyton.us/products/151-03626/,,7.874 mm,3.81 mm,67.7 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV)",6.1 - 6.9 mm
"Mini Ratchet P-Clamp, 0.15 - 0.31"" Bundle Dia., FT6.5, PA66HIRHSUV, Black, 100/bg",https://www.hellermanntyton.us/products/151-03976/,,7.874 mm,3.81 mm,67.7 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV)",6.1 - 6.9 mm
